,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
136,stocktwits,RMAX,0,0,0,0,0,0,2,45557,2/5/16 0:00,00:47.6
137,stocktwits,RMAX,0,0,0,0,0,0,3,45557,2/4/16 0:00,00:47.2
138,stocktwits,RMAX,0,0,0,0,0,0,3,45557,2/3/16 0:00,00:46.8
139,stocktwits,RMAX,1.84,0,1.84,1,0,0,1,45557,2/1/16 0:00,00:45.8
140,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/31/16 0:00,00:44.0
141,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/29/16 0:00,01:08.6
142,stocktwits,RMAX,0,0.7,-0.7,0,1,0,2,45557,1/28/16 0:00,01:00.5
143,stocktwits,RMAX,0,1.22,-1.22,0,2,0,8,45557,1/27/16 0:00,01:04.3
144,stocktwits,RMAX,0,0,0,0,0,0,3,45557,1/26/16 0:00,20:29.3
145,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/25/16 0:00,20:29.1
146,stocktwits,RMAX,0,0,0,0,0,0,2,45557,1/22/16 0:00,20:33.1
147,stocktwits,RMAX,0,0,0,0,0,0,4,45557,1/21/16 0:00,20:50.5
148,stocktwits,RMAX,0,0,0,0,0,0,2,45557,1/20/16 0:00,00:49.4
149,stocktwits,RMAX,0,0,0,0,0,0,2,45557,1/19/16 0:00,01:27.0
150,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/18/16 0:00,00:55.6
151,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/15/16 0:00,01:09.6
152,stocktwits,RMAX,0,0,0,0,0,0,2,45557,1/14/16 0:00,00:46.8
153,stocktwits,RMAX,0,0,0,0,0,0,3,45557,1/12/16 5:00,00:00.0
154,stocktwits,RMAX,0,0,0,0,0,0,3,45557,1/12/16 0:00,00:44.9
155,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/11/16 5:00,00:00.0
156,stocktwits,RMAX,0,0,0,0,0,0,1,45557,1/7/16 5:00,00:00.0
157,stocktwits,RMAX,0,0,0,0,0,0,3,45557,1/6/16 5:00,00:00.0
158,stocktwits,RMAX,0,0,0,0,0,0,2,45557,1/5/16 5:00,00:00.0
159,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/31/15 5:00,00:00.0
160,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/30/15 5:00,00:00.0
161,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/29/15 5:00,00:00.0
162,stocktwits,RMAX,0,0,0,0,0,0,2,45557,12/28/15 5:00,00:00.0
163,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/27/15 5:00,00:00.0
164,stocktwits,RMAX,0,0,0,0,0,0,2,45557,12/24/15 5:00,00:00.0
165,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/23/15 5:00,00:00.0
166,stocktwits,RMAX,0,0,0,0,0,0,5,45557,12/22/15 5:00,00:00.0
167,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/21/15 5:00,00:00.0
168,stocktwits,RMAX,2.22,0,2.22,1,0,0,1,45557,12/20/15 5:00,00:00.0
169,stocktwits,RMAX,2.53,0,2.53,1,0,0,1,45557,12/18/15 5:00,00:00.0
170,stocktwits,RMAX,1.53,0,1.53,2,0,0,4,45557,12/17/15 5:00,00:00.0
171,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/16/15 5:00,00:00.0
172,stocktwits,RMAX,2.22,0,2.22,1,0,0,2,45557,12/15/15 5:00,00:00.0
173,stocktwits,RMAX,0.96,0,0.96,2,0,0,2,45557,12/14/15 5:00,00:00.0
174,stocktwits,RMAX,2.22,0,2.22,1,0,0,2,45557,12/13/15 5:00,00:00.0
175,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/11/15 5:00,00:00.0
176,stocktwits,RMAX,2.06,0,2.06,2,0,0,10,45557,12/10/15 5:00,00:00.0
177,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/9/15 5:00,00:00.0
178,stocktwits,RMAX,1.21,0,1.21,1,0,0,3,45557,12/8/15 5:00,00:00.0
179,stocktwits,RMAX,0,2.74,-2.74,0,1,0,5,45557,12/7/15 5:00,00:00.0
180,stocktwits,RMAX,0.43,0,0.43,1,0,0,1,45557,12/5/15 5:00,12/6/15 5:00
181,stocktwits,RMAX,0,0,0,0,0,0,1,45557,12/4/15 5:00,12/5/15 5:00
182,stocktwits,RMAX,0,0,0,0,0,0,3,45557,12/3/15 5:00,12/4/15 5:00
183,stocktwits,RMAX,0,0,0,0,0,0,6,45557,12/2/15 5:00,12/3/15 5:00
184,stocktwits,RMAX,0,0,0,0,0,0,2,45557,12/1/15 5:00,12/2/15 5:00
185,stocktwits,RMAX,1.82,0,1.82,1,0,0,1,45557,11/30/15 5:00,12/1/15 5:00
186,stocktwits,RMAX,0,0,0,0,0,0,1,45557,11/29/15 5:00,11/30/15 5:00
187,stocktwits,RMAX,0,0,0,0,0,0,2,45557,11/27/15 5:00,11/28/15 5:00
188,stocktwits,RMAX,0,0,0,0,0,0,6,45557,11/25/15 5:00,11/26/15 5:00
189,stocktwits,RMAX,2.9,0.89,2.01,1,2,0.5,5,45557,11/24/15 5:00,11/25/15 5:00
190,stocktwits,RMAX,0,0,0,0,0,0,1,45557,11/23/15 5:00,11/24/15 5:00
191,stocktwits,RMAX,1.52,0,1.52,2,0,0,3,45557,11/20/15 5:00,11/21/15 5:00
192,stocktwits,RMAX,0,2.01,-2.01,0,2,0,6,45557,11/19/15 5:00,11/20/15 5:00
193,stocktwits,RMAX,0.52,1.5,-0.98,1,2,0.5,6,45557,11/18/15 5:00,11/19/15 5:00
194,stocktwits,RMAX,0,0.84,-0.84,0,2,0,2,45557,11/17/15 5:00,11/18/15 5:00
195,stocktwits,RMAX,0,0.89,-0.89,0,1,0,4,45557,11/16/15 5:00,11/17/15 5:00
196,stocktwits,RMAX,0,0,0,0,0,0,1,45557,11/12/15 5:00,11/13/15 5:00
197,stocktwits,RMAX,2.38,0,2.38,1,0,0,4,45557,11/11/15 5:00,11/12/15 5:00
198,stocktwits,RMAX,2.08,0,2.08,2,0,0,8,45557,11/10/15 5:00,11/11/15 5:00
199,stocktwits,RMAX,2.44,0,2.44,2,0,0,4,45557,11/9/15 5:00,11/10/15 5:00
200,stocktwits,RMAX,0,0,0,0,0,0,3,45557,11/8/15 5:00,11/9/15 5:00
201,stocktwits,RMAX,2.06,0,2.06,2,0,0,4,45557,11/6/15 5:00,11/7/15 5:00
202,stocktwits,RMAX,1.56,0,1.56,1,0,0,9,45557,11/5/15 5:00,11/6/15 5:00
203,stocktwits,RMAX,0.89,0,0.89,1,0,0,3,45557,11/4/15 5:00,11/5/15 5:00
204,stocktwits,RMAX,2.39,0,2.39,1,0,0,1,45557,11/3/15 5:00,11/4/15 5:00
205,stocktwits,RMAX,2.33,0,2.33,1,0,0,4,45557,11/2/15 5:00,11/3/15 5:00
206,stocktwits,RMAX,0,0,0,0,0,0,2,45557,10/31/15 4:00,11/1/15 4:00
207,stocktwits,RMAX,0,0,0,0,0,0,2,45557,10/29/15 4:00,10/30/15 4:00
208,stocktwits,RMAX,2.34,0,2.34,1,0,0,3,45557,10/28/15 4:00,10/29/15 4:00
