INDEX,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
309,stocktwits,HD,2.03,1,1.03,3,1,3,8,3496,1/24/16,20:26.3
310,stocktwits,HD,2.44,0,2.44,1,0,0,1,3496,1/23/16,20:25.6
311,stocktwits,HD,2.15,1.998,0.152,3,5,0.6,26,3496,1/22/16,20:33.1
312,stocktwits,HD,1.756154,2,-0.243846,13,1,13,23,3496,1/21/16,20:50.5
313,stocktwits,HD,2.572,2.04,0.532,5,2,2.5,21,3496,1/20/16,00:49.4
314,stocktwits,HD,1.395,0,1.395,2,0,0,11,3496,1/19/16,01:27.0
315,stocktwits,HD,0.41,0,0.41,1,0,0,4,3496,1/18/16,00:55.6
316,stocktwits,HD,2.25,0,2.25,1,0,0,1,3496,1/17/16 0:00,00:47.8
317,stocktwits,HD,2.44,2.11,0.33,1,1,1,6,3496,1/16/16 0:00,00:56.6
318,stocktwits,HD,1.732308,1.188,0.544308,13,5,2.6,35,3496,1/15/16 0:00,01:09.6
319,stocktwits,HD,1.983333,1.853333,0.13,3,6,0.5,30,3496,1/14/16 0:00,00:46.8
320,stocktwits,HD,1.858333,1.838571,0.019762,6,7,0.8571,26,3496,1/13/16 0:00,00:48.6
321,stocktwits,HD,2.15,2.89,-0.74,2,1,2,11,3496,1/12/16 5:00,00:00.0
322,stocktwits,HD,2.15,2.89,-0.74,2,1,2,11,3496,1/12/16 0:00,00:44.9
323,stocktwits,HD,1.34,1.5,-0.16,6,1,6,19,3496,1/11/16 5:00,00:00.0
324,stocktwits,HD,2.04,0,2.04,1,0,0,6,3496,1/10/16 5:00,00:00.0
325,stocktwits,HD,1.89,1.77,0.12,1,1,1,12,3496,1/9/16 5:00,00:00.0
326,stocktwits,HD,2.24,1.76,0.48,2,4,0.5,11,3496,1/8/16 5:00,00:00.0
327,stocktwits,HD,2.07,0,2.07,7,0,0,18,3496,1/7/16 5:00,00:00.0
328,stocktwits,HD,1.02,2.1,-1.08,4,1,4,12,3496,1/6/16 5:00,00:00.0
329,stocktwits,HD,2.65,2.56,0.09,1,1,1,9,3496,1/5/16 5:00,00:00.0
330,stocktwits,HD,2.25,0.3,1.95,8,1,8,15,3496,1/4/16 5:00,00:00.0
331,stocktwits,HD,1.81,0,1.81,2,0,0,5,3496,1/3/16 5:00,00:00.0
332,stocktwits,HD,0,2.75,-2.75,0,1,0,7,3496,1/2/16 5:00,00:00.0
333,stocktwits,HD,2.56,0,2.56,1,0,0,6,3496,1/1/16 5:00,00:00.0
334,stocktwits,HD,0,0,0,0,0,0,5,3496,12/31/15 5:00,00:00.0
335,stocktwits,HD,2.05,2.89,-0.84,1,1,1,14,3496,12/30/15 5:00,00:00.0
336,stocktwits,HD,1.87,0,1.87,3,0,0,8,3496,12/29/15 5:00,00:00.0
337,stocktwits,HD,2.25,2.2,0.05,1,1,1,11,3496,12/28/15 5:00,00:00.0
338,stocktwits,HD,0,0,0,0,0,0,7,3496,12/27/15 5:00,00:00.0
339,stocktwits,HD,1.41,0,1.41,1,0,0,2,3496,12/26/15 5:00,00:00.0
340,stocktwits,HD,0,0,0,0,0,0,1,3496,12/25/15 5:00,00:00.0
341,stocktwits,HD,0,0,0,0,0,0,9,3496,12/24/15 5:00,00:00.0
342,stocktwits,HD,2.1,1.85,0.25,4,1,4,10,3496,12/23/15 5:00,00:00.0
343,stocktwits,HD,0,2,-2,0,1,0,12,3496,12/22/15 5:00,00:00.0
344,stocktwits,HD,2.83,0,2.83,1,0,0,7,3496,12/21/15 5:00,00:00.0
345,stocktwits,HD,1.66,0,1.66,3,0,0,6,3496,12/20/15 5:00,00:00.0
346,stocktwits,HD,0,0,0,0,0,0,3,3496,12/19/15 5:00,00:00.0
347,stocktwits,HD,0.33,2.29,-1.96,1,2,0.5,9,3496,12/18/15 5:00,00:00.0
348,stocktwits,HD,1.89,0,1.89,5,0,0,8,3496,12/17/15 5:00,00:00.0
349,stocktwits,HD,1.67,0,1.67,4,0,0,9,3496,12/16/15 5:00,00:00.0
350,stocktwits,HD,2,2.31,-0.31,3,3,1,19,3496,12/15/15 5:00,00:00.0
351,stocktwits,HD,2.33,2.29,0.04,7,2,3.5,23,3496,12/14/15 5:00,00:00.0
352,stocktwits,HD,1.9,0.28,1.62,1,1,1,12,3496,12/13/15 5:00,00:00.0
353,stocktwits,HD,1.29,0,1.29,2,0,0,6,3496,12/12/15 5:00,00:00.0
354,stocktwits,HD,1.14,1.42,-0.28,6,3,2,23,3496,12/11/15 5:00,00:00.0
355,stocktwits,HD,2.2,0.7,1.5,4,1,4,16,3496,12/10/15 5:00,00:00.0
356,stocktwits,HD,1.95,2.67,-0.72,8,1,8,28,3496,12/9/15 5:00,00:00.0
357,stocktwits,HD,1.76,1.88,-0.12,8,3,2.67,39,3496,12/8/15 5:00,00:00.0
358,stocktwits,HD,1.79,1.93,-0.14,4,2,2,25,3496,12/7/15 5:00,00:00.0
359,stocktwits,HD,2.36,0,2.36,1,0,0,3,3496,12/6/15 5:00,00:00.0
360,stocktwits,HD,0,0,0,0,0,0,6,3496,12/5/15 5:00,00:00.0
361,stocktwits,HD,2.49,0.97,1.52,3,1,3,12,3496,12/4/15 5:00,00:00.0
362,stocktwits,HD,1.63,1.77,-0.14,5,4,1.25,21,3496,12/3/15 5:00,00:00.0
363,stocktwits,HD,2.03,0.8,1.23,5,1,5,20,3496,12/2/15 5:00,00:00.0
364,stocktwits,HD,2.55,0.81,1.74,5,2,2.5,18,3496,12/1/15 5:00,00:00.0
365,stocktwits,HD,2.08,1.53,0.55,11,5,2.2,28,3496,11/30/15 5:00,00:00.0
366,stocktwits,HD,1.92,0,1.92,4,0,0,16,3496,11/29/15 5:00,00:00.0
367,stocktwits,HD,0,0,0,0,0,0,6,3496,11/28/15 5:00,00:00.0
368,stocktwits,HD,2.32,0.74,1.58,5,2,2.5,14,3496,11/27/15 5:00,00:00.0
369,stocktwits,HD,2.89,0,2.89,1,0,0,7,3496,11/26/15 5:00,00:00.0
370,stocktwits,HD,2.1,1.41,0.69,15,6,2.5,46,3496,11/25/15 5:00,00:00.0
371,stocktwits,HD,2.19,1.83,0.36,25,5,5,73,3496,11/24/15 5:00,00:00.0
372,stocktwits,HD,1.51,1.32,0.19,15,2,7.5,43,3496,11/23/15 5:00,00:00.0
373,stocktwits,HD,1.81,1.86,-0.05,2,2,1,13,3496,11/22/15 5:00,00:00.0
374,stocktwits,HD,2.06,0,2.06,3,0,0,10,3496,11/21/15 5:00,00:00.0
375,stocktwits,HD,1.97,1.52,0.45,14,4,3.5,47,3496,11/20/15 5:00,00:00.0
376,stocktwits,HD,2.02,2.2,-0.18,9,2,4.5,30,3496,11/19/15 5:00,11/20/15 5:00
377,stocktwits,HD,2.09,1.43,0.66,22,5,4.4,95,3496,11/18/15 5:00,11/19/15 5:00
378,stocktwits,HD,1.97,1.4,0.57,53,15,3.53,215,3496,11/17/15 5:00,11/18/15 5:00
379,stocktwits,HD,1.63,1.39,0.24,14,9,1.56,97,3496,11/16/15 5:00,11/17/15 5:00
380,stocktwits,HD,2,0.57,1.43,1,4,0.25,33,3496,11/15/15 5:00,11/16/15 5:00
381,stocktwits,HD,2.08,1.28,0.8,3,3,1,41,3496,11/14/15 5:00,11/15/15 5:00
382,stocktwits,HD,2.06,1.42,0.64,11,8,1.38,63,3496,11/13/15 5:00,11/14/15 5:00
383,stocktwits,HD,2.21,1.7,0.51,1,6,0.17,18,3496,11/12/15 5:00,11/13/15 5:00
384,stocktwits,HD,1.98,1.06,0.92,3,2,1.5,16,3496,11/11/15 5:00,11/12/15 5:00
385,stocktwits,HD,2.64,1.58,1.06,4,2,2,12,3496,11/10/15 5:00,11/11/15 5:00
386,stocktwits,HD,2.22,0.36,1.86,7,2,3.5,20,3496,11/9/15 5:00,11/10/15 5:00
387,stocktwits,HD,2.11,0.6,1.51,1,1,1,8,3496,11/8/15 5:00,11/9/15 5:00
388,stocktwits,HD,0,0.6,-0.6,0,1,0,6,3496,11/7/15 5:00,11/8/15 5:00
389,stocktwits,HD,2.21,0.6,1.61,5,1,5,13,3496,11/6/15 5:00,11/7/15 5:00
390,stocktwits,HD,2.56,0.6,1.96,2,1,2,6,3496,11/5/15 5:00,11/6/15 5:00
391,stocktwits,HD,2.52,0.6,1.92,2,1,2,11,3496,11/4/15 5:00,11/5/15 5:00
392,stocktwits,HD,2.52,2.22,0.3,2,1,2,5,3496,11/3/15 5:00,11/4/15 5:00
393,stocktwits,HD,1.17,1.14,0.03,1,2,0.5,15,3496,11/2/15 5:00,11/3/15 5:00
394,stocktwits,HD,2.14,0.6,1.54,3,1,3,7,3496,11/1/15 4:00,11/2/15 4:00
395,stocktwits,HD,2.29,0.36,1.93,2,2,1,5,3496,10/31/15 4:00,11/1/15 4:00
396,stocktwits,HD,2.27,0.6,1.67,3,1,3,8,3496,10/30/15 4:00,10/31/15 4:00
397,stocktwits,HD,2.42,0,2.42,4,0,0,8,3496,10/29/15 4:00,10/30/15 4:00
398,stocktwits,HD,0.13,0,0.13,1,0,0,11,3496,10/28/15 4:00,10/29/15 4:00
399,stocktwits,HD,0,1.3,-1.3,0,2,0,8,3496,10/27/15 4:00,10/28/15 4:00
400,stocktwits,HD,1.99,1.5,0.49,1,3,0.33,13,3496,10/26/15 4:00,10/27/15 4:00
401,stocktwits,HD,1.92,0.1,1.82,3,1,3,9,3496,10/25/15 4:00,10/26/15 4:00
402,stocktwits,HD,0,0,0,0,0,0,7,3496,10/24/15 4:00,10/25/15 4:00
403,stocktwits,HD,2.17,1.07,1.1,3,3,1,17,3496,10/23/15 4:00,10/24/15 4:00
404,stocktwits,HD,1.93,1.06,0.87,4,2,2,10,3496,10/22/15 4:00,10/23/15 4:00
405,stocktwits,HD,2.13,1.72,0.41,5,2,2.5,19,3496,10/21/15 4:00,10/22/15 4:00
406,stocktwits,HD,2.36,0.6,1.76,2,1,2,7,3496,10/20/15 4:00,10/21/15 4:00
407,stocktwits,HD,2.85,1.57,1.28,2,2,1,13,3496,10/19/15 4:00,10/20/15 4:00
408,stocktwits,HD,2.17,0,2.17,1,0,0,7,3496,10/18/15 4:00,10/19/15 4:00
409,stocktwits,HD,0,0.6,-0.6,0,1,0,3,3496,10/17/15 4:00,10/18/15 4:00
410,stocktwits,HD,1.75,1.53,0.22,3,3,1,8,3496,10/16/15 4:00,10/17/15 4:00
411,stocktwits,HD,0.97,0.6,0.37,1,1,1,6,3496,10/15/15 4:00,10/16/15 4:00
412,stocktwits,HD,0.38,0,0.38,1,0,0,9,3496,10/14/15 4:00,10/15/15 4:00
413,stocktwits,HD,0,0,0,0,0,0,9,3496,10/13/15 4:00,10/14/15 4:00
414,stocktwits,HD,2.02,2.69,-0.67,3,2,1.5,26,3496,10/12/15 4:00,10/13/15 4:00
415,stocktwits,HD,0.8,0,0.8,1,0,0,5,3496,10/11/15 4:00,10/12/15 4:00
416,stocktwits,HD,0,0,0,0,0,0,4,3496,10/10/15 4:00,10/11/15 4:00
417,stocktwits,HD,1.34,1.33,0.01,5,3,1.67,15,3496,10/9/15 4:00,10/10/15 4:00
418,stocktwits,HD,2.02,0,2.02,4,0,0,14,3496,10/8/15 4:00,10/9/15 4:00
419,stocktwits,HD,0,0,0,0,0,0,9,3496,10/7/15 4:00,10/8/15 4:00
420,stocktwits,HD,2.23,0,2.23,2,0,0,7,3496,10/6/15 4:00,10/7/15 4:00
421,stocktwits,HD,1.75,1.22,0.53,4,1,4,11,3496,10/5/15 4:00,10/6/15 4:00
422,stocktwits,HD,1,2.12,-1.12,1,2,0.5,19,3496,10/4/15 4:00,10/5/15 4:00
423,stocktwits,HD,1.32,0,1.32,2,0,0,3,3496,10/3/15 4:00,10/4/15 4:00
424,stocktwits,HD,1.7,1.7,0,3,1,3,16,3496,10/2/15 4:00,10/3/15 4:00
425,stocktwits,HD,2.3,1.77,0.53,8,3,2.67,19,3496,10/1/15 4:00,10/2/15 4:00
426,stocktwits,HD,2.23,1.5,0.73,6,1,6,14,3496,9/30/15 4:00,10/1/15 4:00
427,stocktwits,HD,2,2.23,-0.23,1,1,1,14,3496,9/29/15 4:00,9/30/15 4:00
428,stocktwits,HD,0,2.12,-2.12,0,4,0,11,3496,9/28/15 4:00,9/29/15 4:00
429,stocktwits,HD,0,0,0,0,0,0,4,3496,9/27/15 4:00,9/28/15 4:00
430,stocktwits,HD,1.79,0,1.79,2,0,0,5,3496,9/26/15 4:00,9/27/15 4:00
431,stocktwits,HD,1.85,2.1,-0.25,7,1,7,20,3496,9/25/15 4:00,9/26/15 4:00
432,stocktwits,HD,2.62,1.86,0.76,5,3,1.67,11,3496,9/24/15 4:00,9/25/15 4:00
433,stocktwits,HD,2.19,1.26,0.93,6,1,6,17,3496,9/23/15 4:00,9/24/15 4:00
434,stocktwits,HD,2.28,2.48,-0.2,4,4,1,19,3496,9/22/15 4:00,9/23/15 4:00
435,stocktwits,HD,1.31,0.25,1.06,9,1,9,32,3496,9/21/15 4:00,9/22/15 4:00
