,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
118,stocktwits,ANIK,0,0,0,0,0,0,4,8910,5/19/16,00:59.9
119,stocktwits,ANIK,1.225,0,1.225,2,0,0,4,8910,5/18/16,00:57.8
120,stocktwits,ANIK,0,2,-2,0,1,0,2,8910,5/16/16,01:16.6
121,stocktwits,ANIK,0,0,0,0,0,0,1,8910,5/14/16,00:56.6
122,stocktwits,ANIK,0,0,0,0,0,0,2,8910,5/13/16,00:59.0
123,stocktwits,ANIK,0,3,-3,0,1,0,1,8910,5/12/16,00:57.2
124,stocktwits,ANIK,2.4,0,2.4,3,0,0,3,8910,5/11/16,01:18.5
125,stocktwits,ANIK,0,0,0,0,0,0,2,8910,5/10/16,00:57.5
126,stocktwits,ANIK,1.78,0,1.78,2,0,0,3,8910,5/9/16,00:55.9
127,stocktwits,ANIK,0,2.22,-2.22,0,1,0,1,8910,5/6/16,01:21.9
128,stocktwits,ANIK,3,0,3,1,0,0,3,8910,5/5/16,00:58.0
129,stocktwits,ANIK,0,2.525,-2.525,0,2,0,3,8910,5/4/16,00:57.2
130,stocktwits,ANIK,0,3,-3,0,1,0,6,8910,5/3/16,00:57.8
131,stocktwits,ANIK,0.54,0.68,-0.14,1,1,1,4,8910,5/2/16,00:57.2
132,stocktwits,ANIK,1.965,0,1.965,2,0,0,3,8910,4/30/16,00:54.9
133,stocktwits,ANIK,0,2.28,-2.28,0,1,0,6,8910,4/29/16,00:57.2
134,stocktwits,ANIK,0,2.52,-2.52,0,1,0,15,8910,4/28/16,00:57.2
135,stocktwits,ANIK,2.61,2.553333,0.056667,2,3,0.6667,22,8910,4/27/16,01:16.3
136,stocktwits,ANIK,1.44,2.5,-1.06,1,1,1,10,8910,4/26/16,00:57.5
137,stocktwits,ANIK,0,0,0,0,0,0,3,8910,4/25/16,00:56.9
138,stocktwits,ANIK,0,0,0,0,0,0,2,8910,4/24/16,00:55.9
139,stocktwits,ANIK,0,0,0,0,0,0,1,8910,4/22/16,00:55.9
140,stocktwits,ANIK,0,0,0,0,0,0,1,8910,4/21/16,00:56.9
141,stocktwits,ANIK,0,0,0,0,0,0,3,8910,4/20/16,00:56.2
142,stocktwits,ANIK,0,0,0,0,0,0,1,8910,4/19/16,00:57.6
143,stocktwits,ANIK,2.56,2.63,-0.07,1,1,1,3,8910,4/18/16,00:56.1
144,stocktwits,ANIK,0,0,0,0,0,0,2,8910,4/15/16,00:57.0
