,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
198,stocktwits,XLF,2.63,1.48,1.15,1,2,0.5,24,19656,4/29/16,00:57.2
199,stocktwits,XLF,1.1675,1.79,-0.6225,4,6,0.6667,27,19656,4/28/16,00:57.2
200,stocktwits,XLF,1.876,1.7775,0.0985,5,4,1.25,31,19656,4/27/16,01:16.3
201,stocktwits,XLF,1.976,1.8,0.176,5,1,5,29,19656,4/26/16,00:57.5
202,stocktwits,XLF,1.35,0,1.35,5,0,0,22,19656,4/25/16,00:56.9
203,stocktwits,XLF,2.02,1.25,0.77,4,1,4,13,19656,4/24/16,00:55.9
204,stocktwits,XLF,2.05,0.61,1.44,2,3,0.6667,13,19656,4/23/16,00:56.1
205,stocktwits,XLF,1.921111,2.3,-0.378889,9,2,4.5,39,19656,4/22/16,00:55.9
206,stocktwits,XLF,1.837,1.743333,0.093667,10,3,3.3333,41,19656,4/21/16,00:56.9
207,stocktwits,XLF,1.583333,1.656667,-0.073333,12,6,2,45,19656,4/20/16,00:56.2
208,stocktwits,XLF,1.860625,0.953333,0.907292,16,3,5.3333,58,19656,4/19/16,00:57.6
209,stocktwits,XLF,1.868333,2.04,-0.171667,6,2,3,31,19656,4/18/16,00:56.1
210,stocktwits,XLF,2.1,1.106667,0.993333,2,3,0.6667,11,19656,4/17/16,00:54.9
211,stocktwits,XLF,0.86,0,0.86,1,0,0,11,19656,4/16/16,00:55.3
212,stocktwits,XLF,1.33125,1.9,-0.56875,8,1,8,34,19656,4/15/16,00:57.0
213,stocktwits,XLF,1.96,1.353333,0.606667,15,3,5,63,19656,4/14/16,00:55.9
214,stocktwits,XLF,1.892813,1.014286,0.878527,32,7,4.5714,101,19656,4/13/16,00:57.9
215,stocktwits,XLF,1.43,1.52,-0.09,7,5,1.4,47,19656,4/12/16,00:57.1
216,stocktwits,XLF,2.289,1.596,0.693,10,5,2,65,19656,4/11/16,00:56.1
217,stocktwits,XLF,1.976,1.883333,0.092667,5,9,0.5556,51,19656,4/10/16,00:53.9
218,stocktwits,XLF,1.6,0,1.6,1,0,0,15,19656,4/9/16,00:57.0
219,stocktwits,XLF,0.81125,1.956,-1.14475,8,5,1.6,36,19656,4/8/16,00:56.7
220,stocktwits,XLF,1.671429,2.17,-0.498571,14,18,0.7778,93,19656,4/7/16,00:54.7
221,stocktwits,XLF,2.4475,1.905,0.5425,4,4,1,25,19656,4/6/16,00:53.9
222,stocktwits,XLF,2.02,2.196667,-0.176667,5,3,1.6667,34,19656,4/5/16,00:57.4
223,stocktwits,XLF,1.612,2.234,-0.622,5,5,1,36,19656,4/4/16,00:56.1
224,stocktwits,XLF,1.536667,0,1.536667,3,0,0,19,19656,4/3/16,00:56.7
225,stocktwits,XLF,1.9,0,1.9,2,0,0,16,19656,4/2/16,00:56.9
226,stocktwits,XLF,2.024286,0.94,1.084286,7,2,3.5,31,19656,4/1/16,00:56.4
227,stocktwits,XLF,0.445,2,-1.555,2,1,2,22,19656,3/31/16,00:57.5
228,stocktwits,XLF,1.958333,2.25,-0.291667,6,3,2,29,19656,3/30/16,00:58.2
229,stocktwits,XLF,0.93,1.6025,-0.6725,6,4,1.5,32,19656,3/29/16,00:57.0
230,stocktwits,XLF,2.03,2.036667,-0.006667,4,3,1.3333,21,19656,3/28/16,00:56.8
231,stocktwits,XLF,0.54,1.63,-1.09,1,2,0.5,15,19656,3/27/16,00:56.5
232,stocktwits,XLF,0,2.176667,-2.176667,0,3,0,10,19656,3/26/16,00:54.1
233,stocktwits,XLF,0,0,0,0,0,0,6,19656,3/25/16,00:56.1
234,stocktwits,XLF,1.903333,2.116667,-0.213333,3,3,1,19,19656,3/24/16,00:55.7
235,stocktwits,XLF,2.175,0.22,1.955,8,1,8,23,19656,3/23/16,00:57.5
236,stocktwits,XLF,2.656667,2.8,-0.143333,3,1,3,17,19656,3/22/16,00:57.9
237,stocktwits,XLF,1.555,1.426667,0.128333,4,3,1.3333,24,19656,3/21/16,00:57.1
238,stocktwits,XLF,1.336,2.2,-0.864,5,1,5,16,19656,3/20/16,00:57.0
239,stocktwits,XLF,2.65,0,2.65,2,0,0,12,19656,3/19/16,00:54.3
240,stocktwits,XLF,1.9425,2.126667,-0.184167,4,6,0.6667,30,19656,3/18/16,00:57.4
241,stocktwits,XLF,1.762727,1.545,0.217727,11,2,5.5,27,19656,3/17/16,01:03.6
242,stocktwits,XLF,1.776667,1.76875,0.007917,9,8,1.125,50,19656,3/16/16,00:55.7
243,stocktwits,XLF,2.206,2.39,-0.184,5,2,2.5,20,19656,3/15/16,00:59.5
244,stocktwits,XLF,2.371429,2.22,0.151429,7,1,7,29,19656,3/14/16,01:17.0
245,stocktwits,XLF,2.75,0,2.75,1,0,0,6,19656,3/13/16,00:52.4
246,stocktwits,XLF,0,1.13,-1.13,0,1,0,14,19656,3/12/16,00:54.7
247,stocktwits,XLF,2.341,1.595,0.746,10,2,5,33,19656,3/11/16,01:09.8
248,stocktwits,XLF,1.88,2.353333,-0.473333,9,3,3,31,19656,3/10/16,00:53.0
249,stocktwits,XLF,1.457143,2,-0.542857,7,1,7,25,19656,3/9/16,01:06.7
250,stocktwits,XLF,1.615,3,-1.385,4,1,4,24,19656,3/8/16,00:56.3
251,stocktwits,XLF,1.5225,2,-0.4775,4,1,4,25,19656,3/7/16,00:56.9
252,stocktwits,XLF,2.253333,0,2.253333,3,0,0,12,19656,3/6/16,00:55.4
253,stocktwits,XLF,1.465,2.68,-1.215,2,2,1,14,19656,3/5/16,00:54.0
254,stocktwits,XLF,2.15,2,0.15,5,1,5,17,19656,3/4/16,00:56.0
255,stocktwits,XLF,1.77,1.725,0.045,4,2,2,37,19656,3/3/16,00:53.9
256,stocktwits,XLF,1.866667,1.6075,0.259167,9,8,1.125,41,19656,3/2/16,01:25.7
257,stocktwits,XLF,2.15,2.483333,-0.333333,17,3,5.6667,60,19656,3/1/16,01:18.4
258,stocktwits,XLF,1.585,1.793333,-0.208333,2,3,0.6667,21,19656,2/29/16,00:56.0
259,stocktwits,XLF,2.126,2.255,-0.129,5,2,2.5,20,19656,2/28/16,00:53.9
260,stocktwits,XLF,1.703333,2.553333,-0.85,3,6,0.5,25,19656,2/27/16,00:55.0
261,stocktwits,XLF,2.064615,1.67,0.394615,13,6,2.1667,63,19656,2/26/16,00:56.9
262,stocktwits,XLF,2.436667,2.4725,-0.035833,6,4,1.5,44,19656,2/25/16,00:55.8
263,stocktwits,XLF,1.493636,1.6925,-0.198864,11,8,1.375,53,19656,2/24/16,00:54.9
264,stocktwits,XLF,1.407143,2.316429,-0.909286,7,14,0.5,62,19656,2/23/16,00:51.6
265,stocktwits,XLF,1.9,1.88,0.02,3,6,0.5,25,19656,2/22/16,00:47.3
266,stocktwits,XLF,2.05,2.49,-0.44,2,1,2,11,19656,2/21/16,00:45.5
267,stocktwits,XLF,0,0,0,0,0,0,6,19656,2/20/16,00:46.6
268,stocktwits,XLF,1.03,2.566667,-1.536667,2,3,0.6667,22,19656,2/19/16,06:19.7
269,stocktwits,XLF,1.718571,2.47,-0.751429,7,4,1.75,42,19656,2/18/16,00:48.5
270,stocktwits,XLF,1.637143,2.053333,-0.41619,7,3,2.3333,31,19656,2/17/16,00:48.7
271,stocktwits,XLF,1.75,2.616,-0.866,13,5,2.6,45,19656,2/16/16,00:47.7
272,stocktwits,XLF,1.49,2.55,-1.06,3,4,0.75,20,19656,2/15/16,00:45.6
273,stocktwits,XLF,2.63,2.5825,0.0475,4,4,1,23,19656,2/14/16,00:45.9
274,stocktwits,XLF,1.762857,1.688333,0.074524,7,6,1.1667,23,19656,2/13/16,00:43.1
