Period,Open Price,High Price,Low Price,Close Price,Volume,RSI [14],SMA [50],SMA [200],Aroon Oscillator [25],CMF [20],"MACD (12,26,9) - MACD","MACD (12,26,9) - SIGNAL","MACD (12,26,9) - DIVERGENCE",ROC [12],Williams %R [14]
2016-12-01 00:00:00,,,,22.88,,79.4691431527,20.3592,19.179452,,,0.685528731345,0.656086155837,0.029442575508,3.06306306306,
2016-11-30 00:00:00,22.52,22.57,22.43,22.51,98840916.0,76.136255686,20.2904,19.1502365,68.0,0.3923944970226056,0.666558600806,0.64872551196,0.017833088846,3.87632671897,-4.0268456375838015
2016-11-29 00:00:00,22.19,22.28,22.11,22.21,74615412.0,72.8134711258,20.2266,19.123358,56.0,0.3892239941381071,0.670323145452,0.644267239749,0.0260559057033,2.77649236465,-10.256410256410192
2016-11-28 00:00:00,22.25,22.375,22.09,22.15,99695506.0,72.0917976015,20.1686,19.096843,56.0,0.3716902652791448,0.695923373048,0.637753263323,0.0581701097251,6.28598848369,-11.27819548872183
2016-11-25 00:00:00,22.43,22.45,22.32,22.41,33114823.0,80.7130016576,20.109214,19.069288,56.0,0.4068303213924868,0.724585141753,0.623210735892,0.101374405862,12.1060530265,-1.5037593984962083
2016-11-23 00:00:00,22.34,22.41,22.17,22.38,101948383.0,80.4626730769,20.05015,19.037063,52.0,0.398436214616951,0.724155833566,0.597867134426,0.12628869914,12.012012012,-0.9966777408638247
2016-11-22 00:00:00,22.34,22.35,22.12,22.25,98286517.0,79.386100371,19.989412,19.0075055,48.0,0.38830386139359707,0.716129249901,0.566294959641,0.14983429026,14.1611082606,-3.3898305084746214
2016-11-21 00:00:00,22.28,22.3,22.09,22.24,71943930.0,79.304644371,19.93225,18.9790445,23.999999999999993,0.39178920355775004,0.70870434857,0.528836387076,0.179867961494,13.7595907928,-3.0485098829072284
2016-11-18 00:00:00,22.14,22.24,22.06,22.16,92344297.0,78.6787799281,19.88227,18.9507555,80.0,0.3716126058076913,0.689937229437,0.483869396703,0.206067832735,13.4664618536,-5.779537773529502
2016-11-17 00:00:00,21.86,22.18,21.81,22.16,98536426.0,78.6787799281,19.829506,18.925018,80.0,0.39294536289065485,0.664093564952,0.432352438519,0.231741126433,12.7161749746,-5.779537773529502
2016-11-16 00:00:00,21.98,22.03,21.8,21.86,117887705.0,76.3679340805,19.784212,18.9004175,88.0,0.3485481619227609,0.621448108611,0.374417156911,0.2470309517,10.7396149949,-16.02089236336327
2016-11-15 00:00:00,22.01,22.2,21.79,22.18,122721896.0,85.5519558726,19.745244,18.876586,88.0,0.40564917353628593,0.588523208209,0.312659418986,0.275863789223,12.1901871523,-5.096780800873934
2016-11-14 00:00:00,21.88,22.3293,21.85,22.2,261461651.0,86.1532526495,19.700038,18.8510735,88.0,0.36302398936487823,0.50535690685,0.24369347168,0.26166343517,11.7824773414,-4.414023828218365
2016-11-11 00:00:00,21.47,21.7,21.4,21.67,134874955.0,83.257669549,19.655082,18.827897,80.0,0.32286177582565767,0.38981945447,0.178277612887,0.211541841582,9.38919737506,-1.304347826086851
2016-11-10 00:00:00,21.16,21.7,21.08,21.61,241513484.0,82.8813573574,19.61894,18.807736,80.0,0.23227531408958008,0.290645186822,0.125392152492,0.16525303433,9.75114271204,-3.913043478260862
2016-11-09 00:00:00,20.54,20.94,20.11,20.84,268543466.0,76.6187556695,19.585622,18.7854795,76.0,0.16780978896932935,0.165944282488,0.0840788939093,0.0818653885786,5.73313039066,-6.493506493506575
2016-11-08 00:00:00,19.92,20.09,19.79,19.99,63205549.0,62.5901272108,19.567378,18.7670325,72.0,-0.022335349502756334,0.0827668477567,0.0636125467647,0.019154300992,1.73027989822,-14.492753623188584
2016-11-07 00:00:00,19.82,19.99,19.8,19.98,59001803.0,62.3433038863,19.562562,18.7531605,68.0,-0.05398576328334466,0.0619437678232,0.0588239715167,0.00311979630654,1.62767039674,-1.6949152542369512
2016-11-04 00:00:00,19.56,19.65,19.4,19.49,64891375.0,46.1893094882,19.554534,18.737917,40.0,-0.1288286795870776,0.035483127358,0.05804402244,-0.0225608950821,-0.864699898271,-83.63636363636368
2016-11-03 00:00:00,19.55,19.73,19.52,19.55,53462052.0,48.5577745099,19.55582,18.7268695,76.0,-0.08399949549684288,0.051084518948,0.0636842462105,-0.0125997272625,0.307850179579,-59.701492537313385
2016-11-02 00:00:00,19.62,19.63,19.44,19.53,66529874.0,47.7281386169,19.555094,18.713979,80.0,-0.010977149375521834,0.0641454293928,0.0668341780262,-0.00268874863332,1.03466114847,-62.686567164178996
2016-11-01 00:00:00,19.81,19.86,19.5,19.66,62758908.0,52.8750573214,19.55493,18.701554,80.0,0.034262811281226595,0.0819192397512,0.0675063651845,0.0144128745667,1.23583934089,-34.523809523809426
2016-10-31 00:00:00,19.87,19.87,19.74,19.74,38579109.0,56.3472812769,19.551678,18.6901845,88.0,0.029771776040359053,0.0901771687577,0.0639031465428,0.0262740222149,2.12105535437,-25.000000000000107
2016-10-28 00:00:00,19.9,19.92,19.62,19.77,55749883.0,57.66591025,19.546826,18.6784555,88.0,0.056739586653829964,0.0912601665987,0.0573346409891,0.0339255256096,1.28073770492,-21.4285714285714
2016-10-27 00:00:00,19.92,19.95,19.77,19.86,45545675.0,61.6873575914,19.541536,18.668566,88.0,0.07163776532134766,0.0882604996014,0.0488532595867,0.0394072400148,1.63766632549,-10.7142857142857
2016-10-26 00:00:00,19.6,19.84,19.58,19.81,40416957.0,60.2576077689,19.534772,18.657455,84.0,0.03628831991109747,0.0739844082763,0.039001449583,0.0349829586933,0.456389452333,-4.109589041096044
2016-10-25 00:00:00,19.75,19.76,19.635,19.69,36174837.0,56.6525877603,19.527708,18.648949,36.00000000000001,0.03633176940481791,0.0597776966826,0.0302557099097,0.029521986773,0.356778797146,-17.142857142856798
2016-10-24 00:00:00,19.74,19.81,19.7,19.71,30406555.0,57.4592235616,19.524018,18.640353,36.0,0.07941160571459427,0.0529934546605,0.0228752132164,0.0301182414441,0.407539480387,-14.285714285713997
2016-10-21 00:00:00,19.5,19.67,19.47,19.65,38499399.0,55.7022046957,19.51733,18.631535,36.0,0.07053481686257572,0.0415271173208,0.0153456528554,0.0261814644654,0.255102040816,-22.8571428571429
2016-10-20 00:00:00,19.64,19.78,19.58,19.66,56238168.0,56.0605422896,19.51298,18.624438,36.0,0.0073132335362224654,0.0323969614098,0.00880028673904,0.0235966746708,1.91809227579,-21.428571428571246
2016-10-19 00:00:00,19.55,19.71,19.5301,19.66,49835923.0,56.0605422896,19.507618,18.6199305,36.0,0.00600519277457497,0.0192541520629,0.00290111807135,0.0163530339916,2.34252993233,-21.428571428571246
2016-10-18 00:00:00,19.53,19.55,19.41,19.49,45958713.0,51.4857792583,19.50534,18.6168845,36.0,0.03318133738611383,0.00219908773929,-0.00118714042655,0.00338622816584,0.984455958549,-36.78160919540244
