date,Price,7,50,200,750g,50200g,7200g,750d,50200d,7200d,total_scanned_messages,bull_bear_msg_ratio,bull_minus_bear,Aroon Oscillator [25],CMF [20],"MACD (12,26,9) - DIVERGENCE","MACD (12,26,9) - MACD","MACD (12,26,9) - SIGNAL",Williams %R [14]
2015-10-20 09:30:00,23.529998000000003,23.29799890000007,22.9908561285714,24.25844657039705,7.0,787.5,177.0,41.0,30.0,40.0,18,0.67,1.41,48.0,0.2580880728616869,0.0912623057477,0.0591951651006,-0.032067140647,-1.7469750125295331
2015-10-21 09:30:00,23.699999,23.417998700000066,23.005284699999965,24.25433583512539,8.0,788.5,178.0,42.0,31.0,41.0,25,3.33,0.62,52.0,0.2259941910409021,0.080632052696,0.0687229252229,-0.011909127472999999,-15.557227885338945
2015-10-22 09:30:00,23.55,23.53199880000007,23.02542755714283,24.24914482562272,9.0,789.5,179.0,43.0,32.0,42.0,16,1.0,0.89,56.0,0.2230733474976449,0.089545054881,0.100022191128,0.010477136247200002,-7.991242474001146
2015-10-23 09:30:00,24.07,23.63799900000007,23.05285615714283,24.24804856382973,10.0,790.5,180.0,44.0,33.0,43.0,19,3.0,-0.22,60.0,0.2807732374560417,0.103813843015,0.140244440015,0.0364305970009,-0.7732696897373642
2015-10-24 09:30:00,,,,,,,,,,,13,4.0,-0.57,,,,,,
2015-10-25 09:30:00,,,,,,,,,,,4,0.0,1.75,,,,,,
2015-10-26 09:30:00,24.139999,23.770998900000066,23.093332347826056,24.248344255395626,11.0,791.5,181.0,45.0,34.0,44.0,14,0.0,2.19,60.0,0.3383115546669585,0.10180102468800001,0.163681877861,0.061880853173,-8.525059665871268
2015-10-27 09:30:00,23.919999,23.860999200000066,23.118308887323924,24.24636584172656,12.0,792.5,182.0,46.0,35.0,45.0,9,2.0,0.55,60.0,0.32481600423061,0.08738262692160001,0.171109136825,0.08372650990339998,-19.37947494033408
2015-10-28 09:30:00,23.949998,23.90899910000007,23.14111011111109,24.244084956989195,13.0,793.5,183.0,47.0,36.0,46.0,53,2.14,1.29,72.0,0.3538119473453201,0.102025667731,0.211258594568,0.10923292683599999,-2.4329804009911498
2015-10-29 09:30:00,24.449998,24.094998900000068,23.172221208333305,24.245586117437664,14.0,794.5,184.0,48.0,37.0,47.0,15,1.5,-0.74,76.0,0.3305807173476975,0.103302281196,0.23836077833099997,0.135058497135,-7.0975734168913815
2015-10-30 09:30:00,24.369999,24.179998700000066,23.213887861111086,24.246842890070862,15.0,795.5,185.0,49.0,38.0,48.0,12,1.0,1.12,76.0,0.1928743918274684,0.0793188789091,0.23420709577100002,0.154888216862,-27.807330758580413
2015-10-31 09:30:00,,,,,,,,,,,1,0.0,0.0,,,,,,
2015-11-01 09:30:00,,,,,,,,,,,5,0.0,2.71,,,,,,
2015-11-02 09:30:00,24.139999,24.17399880000007,23.247463774647866,24.2433442517985,16.0,796.5,186.0,50.0,39.0,49.0,12,4.0,-0.54,76.0,0.1817515205669844,0.07581318612,0.249654699512,0.17384151339200002,-8.285360343948229
2015-11-03 09:30:00,24.399998999999998,24.25899870000007,23.28208230555553,24.243380226618648,17.0,797.5,0.0,51.0,40.0,50.0,16,4.0,2.16,76.0,0.2179549400943227,0.0701308274844,0.261505047748,0.191374220264,-6.4516129032257234
2015-11-04 09:30:00,24.449998,24.363998600000066,23.31916559722221,24.24526774193543,18.0,798.5,1.0,52.0,41.0,51.0,16,5.0,1.52,76.0,0.19904313616067426,0.057523295774,0.26327833998100003,0.205755044207,-14.651236861662769
2015-11-05 09:30:00,24.379998999999998,24.34899880000007,23.346110041666652,24.246226683273964,19.0,799.5,2.0,53.0,42.0,52.0,14,0.33,1.78,76.0,0.18965724845889712,0.0499118377683,0.268144841417,0.218233003649,-6.0303641575537785
2015-11-06 09:30:00,24.939998000000003,24.410998700000068,23.378610013888874,24.249608851063773,20.0,800.5,3.0,54.0,43.0,53.0,68,2.6,0.19,96.0,0.16724042131759628,0.0534900594553,0.285095577968,0.231605518513,-15.894633828086786
2015-11-07 09:30:00,,,,,,,,,,,18,4.0,1.19,,,,,,
2015-11-08 09:30:00,,,,,,,,,,,8,0.0,1.17,,,,,,
2015-11-09 09:30:00,24.76,24.537998600000066,23.437745394366182,24.253847841726564,21.0,801.5,4.0,55.0,44.0,54.0,25,0.33,0.22,68.0,0.12560928085117462,0.0368284469707,0.277641077226,0.240812630256,-33.77099983689451
